trail_name,osm_id,total_score,breakdown,distance_miles,surface,difficulty,highway_type,county,ref
Trail 1167811569,1167811569,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.158,dirt,unknown,track,Unknown,nan
Trail 1037894255,1037894255,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.157,ground,grade2,track,Unknown,nan
Trail 1182374613,1182374613,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.157,unpaved,unknown,track,Unknown,nan
Trail 1056215821,1056215821,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.156,unpaved,unknown,track,Unknown,nan
Old Deep Creek Quiet Walkway,167433141,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.155,ground,unknown,path,Unknown,nan
Rich Mountain Access Trail,655223746,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.155,ground,unknown,path,Unknown,nan
Trail 1370407188,1370407188,75,"{'surface': 35, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.155,dirt,grade4,track,Unknown,nan
Deer Lake Lodge Trail,114869549,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 10}",0.154,ground,unknown,path,Unknown,FS 664
Trail 448943271,448943271,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.153,ground,unknown,path,Unknown,nan
Seniard Ridge Trail,903828146,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.152,ground,unknown,footway,Unknown,nan
Juney Whank Falls Trail,167432403,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.15,ground,unknown,path,Unknown,nan
Trail 581730833,581730833,75,"{'surface': 25, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 10}",0.15,gravel,grade4,track,Unknown,FS 3509
Trail 725732015,725732015,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.15,ground,grade5,track,Unknown,nan
Walker's Knob Trail,1033871211,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.15,ground,mountain_hiking,path,Unknown,nan
North Slope,172822393,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.149,ground,unknown,path,Unknown,359
Trail 977028247,977028247,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.149,dirt,unknown,path,Unknown,nan
Trail 686880903,686880903,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.148,dirt,unknown,footway,Unknown,nan
Trail 1286980231,1286980231,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.148,ground,unknown,track,Unknown,nan
Trail 1326500480,1326500480,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.148,dirt,unknown,footway,Unknown,nan
Trail 1392471371,1392471371,85,"{'surface': 35, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.148,dirt,grade3,track,Unknown,nan
Sutton-McGhee Cemetery Access,288576441,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.147,ground,unknown,path,Unknown,nan
Adventure Trail,1037894210,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.147,ground,mountain_hiking,path,Unknown,nan
Trail 1286627381,1286627381,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.147,ground,unknown,track,Unknown,nan
Trail 1326500476,1326500476,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.146,dirt,unknown,footway,Unknown,nan
CCC Road,725732035,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.145,ground,grade2,track,Transylvania,nan
Trail 1160767686,1160767686,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.145,ground,unknown,track,Unknown,nan
Jones Meadow Access Trail,495930197,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.144,ground,grade4,track,Unknown,nan
Old Trestle Road,543309870,105,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.143,ground,mountain_hiking,path,Buncombe,nan
Wagon Road Gap,1181917845,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.143,ground,unknown,path,Unknown,134
Trail 135266420,135266420,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.142,ground,grade3,track,Unknown,nan
Trail 575441350,575441350,60,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.142,ground,unknown,footway,Unknown,nan
Trail 668680071,668680071,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.142,ground,grade3,track,Unknown,nan
Trail 594832133,594832133,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.139,unpaved,unknown,track,Unknown,nan
Devils Courthouse Trail,860328532,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.139,ground,unknown,path,Unknown,nan
Mountains-to-Sea Connector,958919835,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.139,ground,unknown,path,Unknown,nan
Trail 16779126,16779126,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.137,ground,unknown,path,Transylvania,nan
Trail 1037894237,1037894237,60,"{'surface': 25, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.136,gravel,mountain_hiking,path,Unknown,nan
Lower Piney Trail,430789106,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.134,ground,mountain_hiking,path,Unknown,nan
Cove Hardwood Nature Trail,1069098953,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.134,ground,unknown,path,Unknown,nan
Trail 1286698335,1286698335,45,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.134,gravel,unknown,footway,Unknown,nan
Trail 725732026,725732026,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.132,ground,grade5,track,Unknown,nan
Art Loeb Trail,887652240,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.132,ground,unknown,path,Unknown,nan
Monteith Park Nature Trail,1408684208,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.132,dirt,unknown,footway,Unknown,nan
Trail 646449920,646449920,85,"{'surface': 35, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.13,dirt,grade3,track,Unknown,nan
Baskins Creek Cemetery Access Trail,977079872,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.13,ground,unknown,path,Unknown,nan
Trail 1005899590,1005899590,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.13,unpaved,unknown,footway,Unknown,nan
Trail 1299415228,1299415228,60,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.13,ground,unknown,footway,Unknown,nan
Trail 725732014,725732014,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.129,ground,grade5,track,Unknown,nan
Trail 768857995,768857995,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.127,ground,unknown,path,Unknown,nan
Lake Trail,1037894216,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.127,ground,mountain_hiking,path,Unknown,nan
Trail 1326269677,1326269677,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.125,dirt,unknown,footway,Unknown,nan
Trail 1358471039,1358471039,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.125,dirt,unknown,path,Unknown,nan
Looking Glass Rock Trail,1375105415,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.125,ground,unknown,footway,Unknown,114
Running Water Circle,16627883,60,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.124,unpaved,unknown,track,Jackson,nan
Trail 16779394,16779394,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.124,dirt,unknown,track,Transylvania,nan
Trail 725732018,725732018,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.124,ground,grade5,track,Unknown,nan
Fighting Creek Nature Trail,970240654,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.124,ground,unknown,path,Unknown,nan
Trail 757872420,757872420,60,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.123,unpaved,grade4,track,Unknown,nan
Trail 993293830,993293830,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.123,unpaved,unknown,footway,Unknown,nan
Trail 1037894204,1037894204,75,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.123,gravel,grade2,track,Unknown,nan
Mac's Gap Trail,570278645,80,"{'surface': 35, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.122,dirt,grade4,path,Jackson,TR 482
Trail 648369656,648369656,55,"{'surface': 20, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.122,unpaved,grade4,path,Unknown,nan
Trail 930428382,930428382,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.122,ground,unknown,track,Unknown,nan
Trail 988129627,988129627,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.122,ground,unknown,path,Unknown,nan
Buck Gap Trail,1037894259,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.122,ground,mountain_hiking,path,Unknown,nan
Bullhead View Quiet Walkway,167431780,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.121,ground,unknown,path,Unknown,nan
Lower Mount Cammerer Trail,167432607,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.121,ground,unknown,path,Unknown,nan
Catawba Falls River Trail,1309952907,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.121,unpaved,unknown,path,Unknown,nan
Trail 1391435644,1391435644,60,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.121,ground,unknown,footway,Unknown,nan
Hog Rock Road,1392141822,60,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.121,unpaved,unknown,track,Henderson,nan
Paint Mountain Trail,992950714,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.119,ground,unknown,path,Unknown,TR 7
Trail 1326269678,1326269678,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.119,dirt,unknown,footway,Unknown,nan
Bullhead View Quiet Walkway,167431779,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.118,ground,unknown,path,Unknown,nan
Trail 453516552,453516552,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.118,ground,grade5,track,Unknown,nan
Teaberry Ridge Road,694650778,80,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.118,unpaved,grade2,track,Haywood,nan
Trail 757049764,757049764,60,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.118,unpaved,grade4,track,Unknown,nan
Cove Creek to 225 Connector,397733501,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.117,ground,unknown,path,Unknown,nan
Hickory Ridge Trail,543309871,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.117,ground,mountain_hiking,path,Unknown,nan
Trail 609065416,609065416,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.116,dirt,unknown,footway,Unknown,nan
Trail 1370407197,1370407197,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.116,unpaved,unknown,track,Unknown,nan
Trail 461255251,461255251,80,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.115,ground,mountain_hiking,track,Unknown,nan
Trail 725732076,725732076,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.115,ground,grade5,track,Unknown,nan
Jones Meadow Trail,653664265,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.114,ground,unknown,path,Unknown,nan
Trail 686880921,686880921,45,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.114,gravel,unknown,footway,Unknown,nan
Trail 1264544041,1264544041,75,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.114,gravel,grade2,track,Unknown,nan
Trail 16632800,16632800,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.113,unpaved,unknown,track,Unknown,nan
Appalachian Trail,977039311,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.113,ground,unknown,path,Unknown,TR 1-08
Carolina Loop,1385710850,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.113,ground,unknown,footway,Unknown,nan
Trail 594832134,594832134,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.112,unpaved,unknown,track,Unknown,nan
Trail 1287231153,1287231153,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.112,ground,unknown,track,Unknown,nan
Mountains-to-Sea Trail,588790607,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.111,ground,mountain_hiking,path,Unknown,nan
Trail 1354056989,1354056989,75,"{'surface': 35, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.111,dirt,grade4,track,Unknown,nan
High Falls Trail,263169472,55,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.11,gravel,unknown,footway,Unknown,nan
Avery Creek,816523713,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.11,ground,unknown,path,Unknown,327
Avery Creek Road,868207607,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.11,gravel,grade2,track,Transylvania,FS 477
Dam Pasture Connector,295320536,80,"{'surface': 35, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.108,dirt,grade4,path,Unknown,nan
Copperhead Mountain Trail,1037894229,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.107,ground,mountain_hiking,path,Unknown,nan
Trail 19622884,19622884,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.106,dirt,unknown,track,Unknown,nan
Trail 815669677,815669677,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.106,ground,unknown,path,Unknown,nan
Daniel Ridge Connector,397733505,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.105,ground,unknown,path,Unknown,nan
Old Trestle Road,542315315,105,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.105,ground,mountain_hiking,path,Buncombe,nan
Trail 651234353,651234353,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.105,dirt,unknown,track,Unknown,nan
Buckhorn Gap,816523701,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.105,ground,unknown,path,Unknown,103
Trail 976865793,976865793,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.105,ground,unknown,path,Unknown,nan
Julia Woodward Trail,1037894261,95,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.105,ground,hiking,path,Unknown,nan
Trail 1354056975,1354056975,70,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.105,unpaved,grade3,track,Unknown,nan
Carson-Messer Cemetery Access,288576416,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.104,ground,unknown,path,Unknown,nan
Trail 1180512418,1180512418,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.104,ground,unknown,track,Unknown,nan
Trail 1189691764,1189691764,45,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.104,unpaved,unknown,path,Unknown,nan
Doc Caldwell Cemetery Access,288576420,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.103,ground,unknown,path,Unknown,nan
Dead end trail,294346084,80,"{'surface': 35, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.103,dirt,grade4,path,Unknown,nan
Alt Explorer,114869517,105,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 10}",0.102,ground,hiking,path,Unknown,FS 337a
